Date,Day,Shift,Class,Subject,Paper Name,Paper Code,Year
8-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.F.A.,B.F.A.,History of Art in India,BFA-101,1st
10-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.F.A.,B.F.A.,English,BFA-102A,1st
10-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.F.A.,B.F.A.,Hindi,BFA-102B,1st
11-May-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.F.A.,B.F.A.,Environment Studies,BFA-008,1st
9-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.F.A.,B.F.A.,History of Western Art,BFA-201,2nd
11-Apr-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.F.A.,B.F.A.,Western Aesthetic,BFA-202,2nd
15-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.F.A.,B.F.A.,Advertising Theory,BFA-203,2nd
15-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.F.A.,B.F.A.,Textile Theory,BFA-204,2nd
15-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.F.A.,B.F.A.,Fashion Theory,BFA-205,2nd
8-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.F.A.,B.F.A.,History of Far Eastern Art,BFA-301,3rd
10-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.F.A.,B.F.A.,Aesthetic ,BFA-302,3rd
13-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.F.A.,B.F.A.,Advertising Theory,BFA-303,3rd
13-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.F.A.,B.F.A.,Textile Theory,BFA-304,3rd
13-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.F.A.,B.F.A.,Fashion Theory,BFA-305,3rd
9-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.F.A.,B.F.A.,History of Modern Indian Art,BFA-401,4th
11-Apr-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.F.A.,B.F.A.,History of Modern Western Art,BFA-402,4th
15-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.F.A.,B.F.A.,Advertising Theory,BFA-403,4th
15-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.F.A.,B.F.A.,Textile Theory,BFA-404,4th
15-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.F.A.,B.F.A.,Fashion Theory,BFA-405,4th
17-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.F.A.,B.F.A.,Apparel Fabric Studies Fundamental of Apparel Production,BFA-406,4th
8-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology,Bio-Chemistry,B101,1st
10-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology,Bio-Physics,B102,1st
13-Apr-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology,Cell Biology,B103,1st
16-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology,Microbiology,B104,1st
18-Apr-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology,Genetics,B105,1st
21-Apr-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology,Instumentation & Bio Analytical Techniques,B106,1st
23-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology,Biomathematics & Biostatistics,B107,1st
30-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology,Chemistry,B108,1st
28-Apr-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology,Bio-Diversity,B109,1st
8-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology (Hons),Bio-Chemistry,B101,1st
10-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology (Hons),Bio-Physics,B102,1st
13-Apr-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology (Hons),Cell Biology,B103,1st
16-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology (Hons),Microbiology,B104,1st
18-Apr-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology (Hons),Genetics,B105,1st
21-Apr-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology (Hons),Instumentation & Bio Analytical Techniques,B106,1st
23-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology (Hons),Biomathematics & Biostatistics,B107,1st
30-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology (Hons),Chemistry,B108,1st
28-Apr-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology (Hons),Bio-Diversity,B109,1st
9-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology,Fundamentals of Computers & Bioinformatics,B201,2nd
11-Apr-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology,Bioenergetics and Biomembranes,B202,2nd
15-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology,Molecular Biology,B203,2nd
17-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology,Molecular Genetics and Cytogenetics,B204,2nd
20-Apr-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology,Immunology and Immunotechnology,B205,2nd
22-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology,Recombinant and DNA Technology,B206,2nd
24-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology,Animal Physiology,B207,2nd
5-May-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology,Plant Physiology,B208,2nd
29-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology,Enzymes and Enzyme Technology,B209,2nd
9-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology (Hons),Fundamentals of Computers & Bioinformatics,B201,2nd
11-Apr-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology (Hons),Bioenergetics and Biomembranes,B202,2nd
15-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology (Hons),Molecular Biology,B203,2nd
17-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology (Hons),Molecular Genetics and Cytogenetics,B204,2nd
20-Apr-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology (Hons),Immunology and Immunotechnology,B205,2nd
22-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology (Hons),Recombinant and DNA Technology,B206,2nd
24-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology (Hons),Animal Physiology,B207,2nd
5-May-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology (Hons),Plant Physiology,B208,2nd
29-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Bio-Technology (Hons),Enzymes and Enzyme Technology,B209,2nd
8-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology,Plant Bio-Technology,B301,3rd
10-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology,Animal Bio-Technology,B302,3rd
13-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology,Molecular Virology,B303,3rd
16-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology,Nano Biotechnology,B304,3rd
18-Apr-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology,Environmental Biotechnology,B305,3rd
21-Apr-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology,Transcriptomics and Metabolomics,B306-Old,3rd
21-Apr-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology,Transcriptomics and Metabolomics,B310-New,3rd
23-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology,Bioprocess Engineering and Technology,B307-Old,3rd
23-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology,Bioprocess Engineering and Technology,B-311-New,3rd
5-May-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology,Bio-Safety Guidelines IPR and Entrepreneurship Development,B308,3rd
28-Apr-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology,Recent Trends in Biotechnology,B309,3rd
30-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology,Industrial Biotechnology,B306,3rd
4-May-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology,Genomics and Proteomics,B307,3rd
8-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology (Hons),Plant Bio-Technology,B301,3rd
10-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology (Hons),Animal Bio-Technology,B302,3rd
13-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology (Hons),Molecular Virology,B303,3rd
16-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology (Hons),Nano Biotechnology,B304,3rd
18-Apr-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology (Hons),Environmental Biotechnology,B305,3rd
21-Apr-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology (Hons),Transcriptomics and Metabolomics,B306-Old,3rd
21-Apr-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology (Hons),Transcriptomics and Metabolomics,B310-New,3rd
23-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology (Hons),Bioprocess Engineering and Technology,B307-Old,3rd
23-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology (Hons),Bioprocess Engineering and Technology,B-311-New,3rd
5-May-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology (Hons),Bio-Safety Guidelines IPR and Entrepreneurship Development,B308,3rd
28-Apr-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology (Hons),Recent Trends in Biotechnology,B309,3rd
30-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology (Hons),Industrial Biotechnology,B306,3rd
4-May-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Bio-Technology (Hons),Genomics and Proteomics,B307,3rd
8-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Micro-Biology,Fundamentals of Microbiology,B-101,1st
10-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Micro-Biology,Bacteriology,B-102,1st
13-Apr-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Micro-Biology,Virology,B-103,1st
16-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Micro-Biology,"Mycology, Phycology and Protozoology",B-104,1st
18-Apr-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Micro-Biology,Bio-Chemistry,B-105,1st
21-Apr-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Micro-Biology,Bio-Physics,B-106,1st
23-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Micro-Biology,Instrumentation and Culture Techniques,B-107,1st
5-May-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Micro-Biology,Analytical Techniques,B-108,1st
28-Apr-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Micro-Biology,Biology I,B-109,1st
30-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Micro-Biology,Biology II,B-110,1st
9-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Micro-Biology,Cell Biology,B-201,2nd
11-Apr-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Micro-Biology,Cell Reproduction and Differentation,B-202,2nd
15-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Micro-Biology,Microbial Physiology,B-203,2nd
17-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Micro-Biology,Microbial Metabolism,B-204,2nd
20-Apr-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Micro-Biology,Molecular Biology,B-205,2nd
22-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Micro-Biology,Microbial Genetics,B-206,2nd
24-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Micro-Biology,Biomathematics,B-207,2nd
5-May-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Micro-Biology,Fundamentals of Computers & Biostatistics,B-208,2nd
29-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Micro-Biology,Biology-III,B-209,2nd
2-May-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Micro-Biology,Biology-IV,B-210,2nd
8-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Micro-Biology,Immunology,B-301,3rd
10-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Micro-Biology,Medical Microbiology,B-302,3rd
13-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Micro-Biology,Food and Dairy Microbiology,B-303,3rd
16-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Micro-Biology,Agricultural Microbiology,B-304,3rd
18-Apr-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Micro-Biology,Recombinant DNA Technology,B-305,3rd
21-Apr-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Micro-Biology,Industrial Microbiology,B-306,3rd
23-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Micro-Biology,Microbial Ecology,B-307,3rd
5-May-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Micro-Biology,Microbes in Environmental Biotechnology,B-308,3rd
28-Apr-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Micro-Biology,Fundamentals of Information Technology,B-309,3rd
30-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Micro-Biology,"Genomics, Proteomics and Bio-Informatics",B-310,3rd
4-May-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Micro-Biology,Diagnostic Microbiology,B-311,3rd
6-May-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Micro-Biology,Biosafety and Bioethics,B-312,3rd
8-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.A.-B.Ed.,Education,Teaching of English,AE-409,4th
8-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.A.-B.Ed.,Education,Teaching of Hindi,AE-413,4th
9-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.A.-B.Ed.,Education,Teaching of Home Science,AE-417,4th
10-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.A.-B.Ed.,Education,Teaching of Social Science,AE-432,4th
11-Apr-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.A.-B.Ed.,Education,Teaching of Sanskrit,AE-430,4th
8-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.El.Ed.,Education,Child Development,EL-101,1st
10-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.El.Ed.,Education,Nature of Language,EL-102,1st
13-Apr-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.El.Ed.,Education,Elementary Level Mathematics,EL-103,1st
16-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.El.Ed.,Education,Elementary Level Natural Science,EL-104,1st
18-Apr-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.El.Ed.,Education,Elementary Level Social Science,EL-105,1st
9-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.El.Ed.,Education,Learning among Elementary Children,EL-201,2nd
11-Apr-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.El.Ed.,Education,Language Acquiation Among Elementary Children,EL-202,2nd
15-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.El.Ed.,Education,Techniques for Develop Warm Relationship with Elementary Children,EL-203,2nd
17-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.El.Ed.,Education,"Identifying Gifted, Creative and Problem Children",EL-204,2nd
8-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.El.Ed.,Education,Basic Concepts of Education,EL-301,3rd
10-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.El.Ed.,Education,School Planning and Management,EL-302,3rd
13-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.El.Ed.,Education,Logic of Mathematics Education,EL-303,3rd
16-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.El.Ed.,Education,Pedagogy of Environmental Studies,EL-304,3rd
9-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.El.Ed.,Education,Curriculum Studies,EL-401,4th
11-Apr-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.El.Ed.,Education,Gender and Schooling,EL-402,4th
15-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.El.Ed.,Education,Pedagogy of Language,EL-403,4th
15-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.El.Ed.,Education,Mathematics,EL-404,4th
15-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.El.Ed.,Education,Natural Science,EL-405,4th
15-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.El.Ed.,Education,Social Science,EL-406,4th
17-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.El.Ed.,Education,Computer Education,EL-407,4th
17-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.El.Ed.,Education,Special Education,EL-408,4th
8-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.P.T.,B.P.T.,Anatomy,BPT-101,1st
10-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.P.T.,B.P.T.,Physiology,BPT-102,1st
13-Apr-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.P.T.,B.P.T.,Clinical Biochemistry,BPT-103,1st
16-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.P.T.,B.P.T.,General Psychology,BPT-104,1st
18-Apr-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.P.T.,B.P.T.,Basic Nursing & First Aid,BPT-105,1st
11-May-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.P.T.,B.P.T.,Enironmental Studies,BPT-008,1st
9-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.P.T.,B.P.T.,Pathology,BPT-201,2nd
11-Apr-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.P.T.,B.P.T.,Pharmacology,BPT-202,2nd
15-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.P.T.,B.P.T.,Exercise Therapy I,BPT-203,2nd
17-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.P.T.,B.P.T.,Electotherapy I,BPT-204,2nd
20-Apr-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.P.T.,B.P.T.,Biomechanics Kinesiology,BPT-205,2nd
22-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.P.T.,B.P.T.,Medical Microbiology,BPT-206,2nd
8-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.P.T.,B.P.T.,Exercise Therapy II,BPT-301,3rd
10-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.P.T.,B.P.T.,Electro Therapy II,BPT-302,3rd
13-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.P.T.,B.P.T.,General Medicine Including Pediatrics & Psychiatry,BPT-303,3rd
16-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.P.T.,B.P.T.,General Surgery,BPT-304,3rd
18-Apr-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.P.T.,B.P.T.,Orthopedics,BPT-305,3rd
21-Apr-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.P.T.,B.P.T.,Community Medicine,BPT-306,3rd
23-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.P.T.,B.P.T.,Research Methodology & Biostatistics,BPT-307,3rd
9-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.P.T.,B.P.T.,Physiotheraphy in Orthopaedic Conditions,BPT-401,4th
11-Apr-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.P.T.,B.P.T.,Physiotheraphy in Neurilogical Conditions,BPT-402,4th
15-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.P.T.,B.P.T.,Physiotheraphy in Cardio Respiratory in General Conditions,BPT-403,4th
17-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.P.T.,B.P.T.,Physiotherapy in Sports,BPT-404,4th
20-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.P.T.,B.P.T.,Rehabilitation on Medicine,BPT-405,4th
8-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.M.L.T.,B.M.L.T.,General Pathology & General Microbiology,BMLT-101,1st
10-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.M.L.T.,B.M.L.T.,Hematology,BMLT-102,1st
13-Apr-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.M.L.T.,B.M.L.T.,Fundamentals of Anatomy & Physiology,BMLT-103,1st
16-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.M.L.T.,B.M.L.T.,"Basics of Biochemistry, Clinical Pathology Instruments & Reagents",BMLT-104,1st
7-May-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.M.L.T.,B.M.L.T.,Enironmental Studies,BMLT-008,1st
9-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.M.L.T.,B.M.L.T.,Blood Bank Procedures & Hemoglobinopathies,BMLT-201,2nd
11-Apr-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.M.L.T.,B.M.L.T.,"Endocrinology, Tumor & Cancer Markers",BMLT-202,2nd
15-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.M.L.T.,B.M.L.T.,Clinical Biochemistry,BMLT-203,2nd
17-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.M.L.T.,B.M.L.T.,"Immunology, Serology & Parasitology",BMLT-204,2nd
8-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.M.L.T.,B.M.L.T.,Histopathology & Cytology Techniques,BMLT-301,3rd
10-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.M.L.T.,B.M.L.T.,Coagulation Studies,BMLT-302,3rd
13-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.M.L.T.,B.M.L.T.,"Systemic Bacteriology, Mycology & Virology",BMLT-303,3rd
16-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.M.L.T.,B.M.L.T.,Quality Laboratory Management & Automation,BMLT-304,3rd
8-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Nursing,Anatomy & Physiology,BN-101,1st
10-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Nursing,Nursing Foundations,BN-102,1st
13-Apr-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Nursing,Microbiology,BN-103,1st
16-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Nursing,Psychology,BN-104,1st
18-Apr-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Nursing,Nutrition and Biochemistry,BN-105,1st
23-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Nursing,English,BN-106,1st
11-May-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Nursing,Enironmental Studies,BN-008,1st
9-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Nursing,Sociology,BN-201,2nd
11-Apr-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Nursing,Community Health Nursing -I,BN-202,2nd
15-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Nursing,Medical -Surgical Nursing -I,BN-203,2nd
17-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Nursing,"Pharmacology, Pathology, Genetics",BN-204,2nd
20-Apr-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.Sc.,Nursing,Communication and Educational Technology,BN-205,2nd
8-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Nursing,Child Health Nursing,BN-301,3rd
10-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Nursing,Medical - Surgical Nursing - II,BN-302,3rd
13-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Nursing,Mental Health Nursing,BN-303,3rd
9-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Nursing,Midwifery and Obstetrical Nursing,BN-401,4th
15-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Nursing,Community Health Nursing II,BN-402,4th
20-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Nursing,Nursing Research & Statistics,BN-403,4th
24-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Nursing,Management of Nursing Services and Education,BN-404,4th
8-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Optometry,Squint & Binocular Vision,BOPT-301,3rd
10-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Optometry,Contact Lens,BOPT-302,3rd
13-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Optometry,Ocular Disease,BOPT-303,3rd
16-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Optometry,Law Vision Aids,BOPT-304,3rd
18-Apr-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.Sc.,Optometry,Gerriatric & Pediatric Optometry,BOPT-305,3rd
8-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.P.Ed.,Education,"History, Principal and Foundation of Physical",CC-101,1st
10-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.P.Ed.,Education,Anatomy and Physiology,CC-102,1st
16-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.P.Ed.,Education,Health Education and Environmental Studies,CC-103,1st
